Component/Office,Request Number,Is Consultation,Days Allowed,Exemption 3 Statutes,Type(s) of Info Withheld,Case Citation(s),Dates Initially Received,Perfected,Completed,Days Tolled,Track,Disposition,Disposition Reasons,Exemption(s) Applied,Appeal Date Received,Date Closed,Appeal Disposition,Appeal Reasons,Appeal Exemption(s) Applied,Exp. Date Received,Exp. Date of Determination,Exp. Granted/Denied,Fee Date Received,Fee Date of Determination,Fee Granted/Denied,Amount of Fees Collected
CIA,565350,N,,,,,11/16/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565358,N,,,,,11/16/2016,,,,Simple,,,(b)(1); (b)(3); (b)(5); (b)(6);,,,,,,,,,,,,
CIA,565363,N,,,,,11/17/2016,,3/4/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,565384,N,,,,,11/17/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565399,N,,,,,11/18/2016,,1/8/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,565412,N,,,,,11/21/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565416,N,,,,,11/21/2016,,11/20/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,565459,N,,,,,11/21/2016,,,,Simple,,,,,,,,,11/22/2016,11/22/2016,Denied,,,,
CIA,565485,N,,,,,11/22/2016,,9/21/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,11/21/2018,,,,,,,,,,,
CIA,565496,N,,,,,11/23/2016,,,,Simple,,,,,,,,,,,,,,,18.1
CIA,565519,N,,,,,11/28/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565529,N,,,,,11/28/2016,,12/7/2016,,Simple,Denied in Full,,(b)(1); (b)(3);,2/2/2017,,,,,,,,,,,
CIA,565543,N,,,,,11/28/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565610,N,,,,,11/30/2016,,10/23/2018,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,565614,N,,,,,11/30/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565641,N,,,,,12/1/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565669,N,,,,,12/2/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565680,N,,,,,12/5/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565721,N,,,,,12/6/2016,,6/20/2019,,Complex,Denied in Full,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,565770,N,,,,,12/6/2016,,9/24/2019,,Complex,Granted in Part,,(b)(3); (b)(6); (j)(1); DISC;,,,,,,,,,,,,
CIA,565787,N,,,,,12/6/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565807,N,,,,,12/6/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565831,N,,,,,12/8/2016,,3/25/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,565839,N,,,,,12/8/2016,,5/1/2019,,Complex,Granted in Part,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,565842,N,,,,,12/9/2016,,8/16/2018,,Complex,No Records Located,,,9/18/2018,,,,,,,,,,,
CIA,565843,N,,,,,12/9/2016,,1/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6); (b)(7)(e);,3/27/2019,,,,,,,,,,,
CIA,565852,N,,,,,12/9/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565853,N,,,,,12/9/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565854,N,,,,,12/9/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,565863,N,,,,,12/12/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565893,N,,,,,12/13/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565944,N,,,,,12/14/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,565974,N,,,,,12/19/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566002,N,,,,,12/20/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566004,N,,,,,12/20/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566005,N,,,,,12/20/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566007,N,,,,,12/20/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566008,N,,,,,12/20/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566064,N,,,,,12/21/2016,,,,Complex,,,,,,,,,,,,,,,
CIA,566114,N,,,,,12/23/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566129,N,,,,,12/27/2016,,8/23/2018,,Complex,Denied in Full,,(b)(1); (b)(3);,9/11/2018,4/17/2019,Appeal Fully Denied,,,,,,,,,
CIA,566134,N,,,,,12/28/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566136,N,,,,,12/28/2016,,8/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566163,N,,,,,12/28/2016,,4/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566203,N,,,,,12/29/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566204,N,,,,,12/29/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566208,N,,,,,12/29/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566211,N,,,,,12/29/2016,,,,Simple,,,,,,,,,,,,,,,
CIA,566216,N,,,,,12/29/2016,,1/10/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566223,N,,,,,12/29/2016,,,,Simple,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566244,N,,,,,1/3/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566247,N,,,,,1/3/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566248,N,,,,,1/3/2017,,4/17/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,566251,N,,,,,1/3/2017,,9/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,566340,N,,,,,1/5/2017,,,,Simple,,,,,,,,,1/5/2017,1/5/2017,Denied,,,,
CIA,566341,N,,,,,1/5/2017,,,,Simple,,,,,,,,,1/5/2017,1/5/2017,Denied,,,,
CIA,566342,N,,,,,1/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566343,N,,,,,1/5/2017,,,,Simple,,,,,,,,,1/5/2017,1/5/2017,Denied,,,,
CIA,566344,N,,,,,1/5/2017,,,,Simple,,,,,,,,,1/5/2017,1/5/2017,Denied,,,,
CIA,566346,N,,,,,1/5/2017,,,,Simple,,,,,,,,,1/5/2017,1/5/2017,Denied,,,,
CIA,566383,N,,,,,1/9/2017,,1/9/2017,,Simple,Early Appeal,,,1/9/2017,,,,,,,,,,,
CIA,566396,N,,,,,1/9/2017,,7/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566405,N,,,,,1/9/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566452,N,,,,,1/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566459,N,,,,,1/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566471,N,,,,,1/12/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566487,N,,,,,1/12/2017,,,,Simple,,,,,,,,,1/12/2017,1/17/2017,Denied,,,,
CIA,566488,N,,,,,1/12/2017,,,,Simple,,,,,,,,,1/12/2017,1/17/2017,Denied,,,,
CIA,566499,N,,,,,1/13/2017,,8/23/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,566552,N,,,,,1/18/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566559,N,,,,,1/18/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566561,N,,,,,1/18/2017,,,,Simple,,,,,,,,,1/19/2017,1/19/2017,Denied,1/19/2017,1/19/2017,Granted,
CIA,566581,N,,,,,1/19/2017,,5/15/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566584,N,,,,,1/19/2017,,10/2/2018,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,566598,N,,,,,1/20/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,566630,N,,,,,1/20/2017,,6/20/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,566632,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566634,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566640,N,,,,,1/23/2017,,1/27/2017,,Simple,Denied in Full,,(b)(1); (b)(3);,2/28/2018,,,,,,,,,,,
CIA,566653,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566663,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566677,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566679,N,,,,,1/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566685,N,,,,,1/24/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566701,N,,,,,1/24/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566703,N,,,,,1/24/2017,,,,Simple,,,,,,,,,1/24/2017,1/27/2017,Denied,,,,
CIA,566704,N,,,,,1/24/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566734,N,,,,,1/25/2017,,2/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,5/6/2019,6/26/2019,Early Litigation,,,,,,,,,
CIA,566740,N,,,,,1/25/2017,,3/15/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,6/26/2019,,,,,,,,,,,
CIA,566796,N,,,,,1/27/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,566807,N,,,,,1/27/2017,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,566840,N,,,,,1/30/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566867,N,,,,,2/1/2017,,,,Simple,,,,,,,,,2/1/2017,2/1/2017,Denied,,,,
CIA,566886,N,,,,,2/1/2017,,11/7/2017,,Complex,Denied in Full,,(b)(1); (b)(3); (j)(1); (k)(1);,5/1/2018,,,,,,,,,,,
CIA,566941,N,,,,,2/2/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,566945,N,,,,,2/2/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,566949,N,,,,,2/3/2017,,5/29/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,8/20/2019,,,,,,,,,,,
CIA,566962,N,,,,,2/6/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,566972,N,,,,,2/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567005,N,,,,,2/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567007,N,,,,,2/7/2017,,,,Simple,,,,,,,,,2/10/2017,2/10/2017,Granted,,,,
CIA,567008,N,,,,,2/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567024,N,,,,,2/8/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567034,N,,,,,2/8/2017,,9/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (b)(7)(e); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,567053,N,,,,,2/8/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567078,N,,,,,2/9/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567084,N,,,,,2/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567154,N,,,,,2/13/2017,,12/18/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567157,N,,,,,2/13/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567179,N,,,,,2/14/2017,,,,Simple,,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,567184,N,,,,,2/14/2017,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,9/19/2019,,,,,,,,,,,
CIA,567188,N,,,,,2/14/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567215,N,,,,,2/15/2017,,8/27/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,567223,N,,,,,2/15/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567227,N,,,,,2/16/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567243,N,,,,,2/16/2017,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567251,N,,,,,2/16/2017,,12/31/2018,,Complex,Granted in Part,,(b)(1); (b)(3); NR Record;,,,,,,,,,,,,
CIA,567272,N,,,,,2/17/2017,,4/4/2017,,Simple,Denied in Full,,(b)(1); (b)(3);,7/13/2017,5/30/2019,Appeal Fully Denied,,(b)(1); (b)(3);,,,,,,,
CIA,567274,N,,,,,2/17/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567296,N,,,,,2/21/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567304,N,,,,,2/21/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567314,N,,,,,2/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567315,N,,,,,2/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567316,N,,,,,2/22/2017,,6/20/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,9/9/2019,,,,,,,,,,,
CIA,567325,N,,,,,2/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567340,N,,,,,2/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567409,N,,,,,2/24/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567414,N,,,,,2/24/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567425,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567426,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567428,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567431,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567435,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567437,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567438,N,,,,,2/27/2017,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567440,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567442,N,,,,,2/27/2017,,,,Complex,,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,567451,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567465,N,,,,,2/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567470,N,,,,,2/28/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567527,N,,,,,3/1/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567529,N,,,,,3/1/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567533,N,,,,,3/1/2017,,7/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567535,N,,,,,3/1/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,567537,N,,,,,3/1/2017,,3/20/2017,,Simple,Denied in Full,,(b)(1); (b)(3);,4/11/2017,,,,,,,,,,,
CIA,567617,N,,,,,3/2/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567630,N,,,,,3/3/2017,,5/18/2017,,Simple,Denied in Full,,(b)(1); (b)(3); (j)(1); (k)(1);,8/22/2017,3/26/2019,Appeal Fully Denied,,(b)(1); (b)(3); (j)(1); (k)(1);,,,,,,,
CIA,567655,N,,,,,3/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567656,N,,,,,3/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567663,N,,,,,3/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567685,N,,,,,3/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567767,N,,,,,3/9/2017,,8/8/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567797,N,,,,,3/13/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567834,N,,,,,3/14/2017,,7/11/2018,,Complex,No Records Located,,,7/19/2018,,,,,,,,,,,
CIA,567849,N,,,,,3/15/2017,,9/26/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,567869,N,,,,,3/15/2017,,5/18/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,7/23/2018,,,,,,,,,,,
CIA,567889,N,,,,,3/16/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567937,N,,,,,3/20/2017,,6/7/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,567952,N,,,,,3/21/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567963,N,,,,,3/21/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,567987,N,,,,,3/22/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568012,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568013,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568014,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568015,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,6/9/2017,,,
CIA,568017,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568018,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568020,N,,,,,3/22/2017,,3/27/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,568021,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568022,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568024,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568025,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568026,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568027,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568029,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568033,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568035,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568039,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568040,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568041,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568042,N,,,,,3/22/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568053,N,,,,,3/23/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568107,N,,,,,3/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568109,N,,,,,3/27/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568146,N,,,,,3/27/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568178,N,,,,,3/28/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568198,N,,,,,3/28/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568221,N,,,,,3/29/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568222,N,,,,,3/29/2017,,8/27/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,568225,N,,,,,3/29/2017,,4/24/2017,,Simple,Denied in Full,,(b)(1); (b)(3);,5/3/2017,4/2/2019,Appeal Partially Granted,,(b)(1); (b)(3);,,,,,,,
CIA,568246,N,,,,,3/29/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568252,N,,,,,3/30/2017,,,,Simple,,,(b)(3);,,,,,,,,,,,,
CIA,568266,N,,,,,3/30/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568355,N,,,,,4/3/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568360,N,,,,,4/3/2017,,9/27/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,10/23/2018,,,,,,,,,,,
CIA,568362,N,,,,,4/3/2017,,5/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568402,N,,,,,4/5/2017,,1/2/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,3/12/2019,,,,,,,,,,,
CIA,568409,N,,,,,4/5/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568413,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568437,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568442,N,,,,,4/5/2017,,7/25/2019,,Complex,Granted in Part,,(b)(3);,,,,,,,,,,,,
CIA,568464,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568469,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568478,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568480,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568481,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568482,N,,,,,4/5/2017,,4/3/2019,,Complex,Granted in Part,,(b)(3); (b)(6);,,,,,,,,,5/31/2017,6/7/2017,Granted,
CIA,568484,N,,,,,4/5/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568485,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568494,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568498,N,,,,,4/5/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568504,N,,,,,4/6/2017,,1/9/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(4); (b)(5);,2/12/2018,,,,,,,,,,,
CIA,568509,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568516,N,,,,,4/6/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568518,N,,,,,4/6/2017,,8/6/2018,,Complex,No Records Located,,,8/22/2018,1/30/2019,No Records Located,,,,,,,,,
CIA,568525,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568527,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568530,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568531,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568532,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568533,N,,,,,4/6/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568545,N,,,,,4/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568558,N,,,,,4/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568559,N,,,,,4/7/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568572,N,,,,,4/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568578,N,,,,,4/10/2017,,6/23/2017,,Complex,Denied in Full,,(b)(1); (b)(3);,9/20/2017,,,,,,,,,,,
CIA,568581,N,,,,,4/10/2017,,5/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568589,N,,,,,4/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568592,N,,,,,4/10/2017,,9/11/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568595,N,,,,,4/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568597,N,,,,,4/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568607,N,,,,,4/10/2017,,12/14/2018,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568610,N,,,,,4/10/2017,,10/18/2018,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568612,N,,,,,4/10/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568617,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568618,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568622,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568626,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568630,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568633,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568634,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568636,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568639,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568643,N,,,,,4/11/2017,,8/28/2018,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); NR Record;,10/2/2018,,,,,,,,,,,
CIA,568651,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568652,N,,,,,4/11/2017,,1/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568658,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568665,N,,,,,4/11/2017,,7/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,9/16/2019,,,,,,,,,,,
CIA,568672,N,,,,,4/11/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568674,N,,,,,4/11/2017,,9/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,568681,N,,,,,4/11/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568688,N,,,,,4/12/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568702,N,,,,,4/12/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568716,N,,,,,4/12/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568736,N,,,,,4/12/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568747,N,,,,,4/13/2017,,8/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568764,N,,,,,4/14/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568765,N,,,,,4/14/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568794,N,,,,,4/17/2017,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,568795,N,,,,,4/17/2017,,8/14/2018,,Complex,Granted in Part,,(b)(1); (b)(3); NR Record;,12/4/2018,,,,,,,,,,,
CIA,568822,N,,,,,4/17/2017,,,,Complex,,,,,,,,,,,,,,,
CIA,568823,N,,,,,4/17/2017,,7/25/2019,,Complex,Granted in Part,,(b)(1); (b)(2); (b)(3); (b)(5); (b)(6);,,,,,,,,,,,,
CIA,568824,N,,,,,4/17/2017,,2/26/2019,,Complex,Cancelled,Other Explained,,2/26/2019,2/26/2019,Early Litigation,,,,,,,,,
CIA,568832,N,,,,,4/18/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568835,N,,,,,4/18/2017,,3/21/2019,,Complex,No Records Available,,,6/4/2019,7/16/2019,Cancelled,Other Explained,,,,,,,,
CIA,568839,N,,,,,4/18/2017,,,,Simple,,,,,,,,,,,,,,,
CIA,568840,N,,,,,4/18/2017,,8/3/2018,,Complex,No Records Located,,,9/6/2018,,,,,,,,,,,
CIA,568849,N,,,,,4/19/2017,,,,Simple,,,,,,,,,,,,,,,
